State,District,Latitude,Longitude,Crop,Season,Year,Sowing_date,Harvest_date,Area_ha,Production_tonnes,Yield_t_per_ha,Rainfall_mm,Avg_Temperature_C,Humidity_%,Solar_Radiation_MJ_m2_day,Soil_pH,Soil_N_percent,Soil_P_ppm,Soil_K_ppm,Soil_organic_percent,Fertilizer_kg_per_ha,Irrigation_type,Irrigation_mm,NDVI,EVI,Pesticide_used,Previous_crop
Tamil Nadu,Tamil Nadu_Dist_17,18.387,77.694,Maize,Zaid,2010,2010-03-11,2010-05-29,11.211,77.608,6.922,88.0,28.17,51.2,18.59,6.41,0.266,49.5,299.99,1.69,199.7,Drip,256.6,0.6837524800126193,0.5464232672827358,0,Maize
Punjab,Punjab_Dist_5,20.942,69.482,Wheat,Zaid,2022,2022-03-08,2022-05-29,100.793,237.219,2.354,86.0,24.97,70.1,20.28,6.35,0.091,30.5,381.68,1.26,75.1,Rainfed,0.0,0.35501844805150895,0.2550337095038685,0,Soybean
Maharashtra,Maharashtra_Dist_35,12.553,87.913,Millet,Zaid,2014,2014-03-13,2014-06-05,57.568,78.184,1.358,164.0,27.35,45.7,13.17,6.88,0.224,39.55,119.5,4.35,152.8,Rainfed,0.0,0.5506572169195684,0.48322079944099217,0,Wheat
Rajasthan,Rajasthan_Dist_15,28.241,83.001,Maize,Zaid,2010,2010-04-19,2010-08-05,165.317,759.525,4.594,31.0,31.03,62.0,17.51,6.02,0.135,45.48,431.36,3.72,173.5,Rainfed,0.0,0.3758361786938985,0.31990611228564014,1,Millet
Tamil Nadu,Tamil Nadu_Dist_35,23.934,93.683,Pulses,Rabi,2023,2023-10-24,2024-04-16,36.33,85.828,2.362,249.0,26.04,69.6,20.17,7.91,0.306,17.78,266.49,3.29,108.2,Canal,932.1,0.95,0.7261023920501612,0,Wheat
West Bengal,West Bengal_Dist_28,15.133,74.159,Sugarcane,Kharif,2016,2016-06-23,2016-09-22,51.165,6474.415,126.54,582.0,23.44,41.3,20.94,7.22,0.272,36.71,140.8,4.11,65.6,Rainfed,0.0,0.8242426770031579,0.637267312377792,0,Soybean
Uttar Pradesh,Uttar Pradesh_Dist_30,19.493,71.7,Soybean,Rabi,2018,2018-11-23,2019-03-06,7.515,11.191,1.489,100.0,23.11,81.0,26.31,7.58,0.294,55.25,176.76,3.14,165.4,Rainfed,0.0,0.47872376485498247,0.4476816465426966,1,Millet
West Bengal,West Bengal_Dist_9,28.461,84.264,Wheat,Rabi,2011,2011-10-25,2012-05-03,103.307,437.032,4.23,154.0,14.29,69.6,24.33,6.47,0.342,48.82,248.57,2.22,174.0,Rainfed,0.0,0.5598432154042844,0.46218801415795346,1,Rice
Tamil Nadu,Tamil Nadu_Dist_1,12.209,92.222,Maize,Kharif,2016,2016-06-12,2016-09-18,9.168,83.634,9.122,590.0,17.5,59.3,16.32,6.11,0.069,50.98,339.26,1.29,129.9,Drip,522.5,0.95,0.7965659635175568,0,Wheat
Tamil Nadu,Tamil Nadu_Dist_8,28.387,86.022,Pulses,Zaid,2010,2010-03-04,2010-06-21,36.066,46.003,1.276,120.0,25.59,78.2,25.16,6.21,0.094,57.43,371.27,3.13,76.4,Drip,329.0,0.527677781259204,0.4180012590833044,0,Soybean
Tamil Nadu,Tamil Nadu_Dist_28,9.961,69.378,Cotton,Zaid,2015,2015-04-16,2015-07-29,44.808,42.024,0.938,12.0,25.12,64.1,10.46,6.98,0.324,5.6,125.11,3.12,107.0,Rainfed,0.0,0.34194433216906744,0.29870218442695207,0,Cotton
Uttar Pradesh,Uttar Pradesh_Dist_7,25.965,69.994,Millet,Zaid,2018,2018-03-18,2018-06-16,47.847,43.829,0.916,63.0,25.88,60.7,22.52,6.21,0.09,47.62,291.73,4.68,26.9,Rainfed,0.0,0.2797906602182411,0.19340301677266927,0,Cotton
West Bengal,West Bengal_Dist_14,11.353,71.915,Rice,Zaid,2016,2016-03-17,2016-07-06,44.888,258.886,5.767,31.0,21.56,51.8,24.22,6.16,0.232,59.23,228.85,0.75,23.7,Drip,278.0,0.39554218506397126,0.3347426514013107,0,Millet
Karnataka,Karnataka_Dist_22,14.944,81.686,Sugarcane,Kharif,2020,2020-07-01,2020-10-19,6.453,755.99,117.153,445.0,26.79,63.8,29.08,5.67,0.241,7.37,497.26,0.62,112.1,Rainfed,0.0,0.7118572551453655,0.5590302801374978,0,Rice
Maharashtra,Maharashtra_Dist_12,30.61,82.379,Cotton,Zaid,2014,2014-03-09,2014-05-11,1.407,1.996,1.419,87.0,22.1,69.1,13.21,6.8,0.09,30.05,477.77,3.97,124.1,Canal,293.6,0.6316804161550137,0.5054902005720187,0,Rice
Punjab,Punjab_Dist_18,14.282,70.75,Sugarcane,Rabi,2014,2014-10-12,2015-03-14,6.148,922.2,150.0,158.0,24.67,79.2,22.03,5.64,0.115,55.91,296.23,2.66,192.1,Drip,598.4,0.95,0.7498682920571897,0,Wheat
West Bengal,West Bengal_Dist_39,33.381,87.064,Cotton,Zaid,2010,2010-03-07,2010-06-15,186.2,327.919,1.761,176.0,24.92,50.3,15.17,6.28,0.325,7.33,416.92,1.12,179.6,Drip,270.6,0.61875409715238,0.47920229773386597,0,Rice
Maharashtra,Maharashtra_Dist_18,21.439,94.378,Maize,Kharif,2023,2023-07-23,2023-11-06,17.646,93.695,5.31,455.0,20.11,93.1,12.73,7.03,0.08,35.82,341.88,1.43,53.8,Rainfed,0.0,0.66046452725672,0.5627111051319479,1,Millet
Punjab,Punjab_Dist_16,34.416,83.252,Soybean,Zaid,2013,2013-04-02,2013-06-22,59.697,68.38,1.145,26.0,22.54,67.8,17.58,6.61,0.326,57.23,435.32,4.35,51.0,Rainfed,0.0,0.19087824900573808,0.1719790945450082,0,Wheat
Madhya Pradesh,Madhya Pradesh_Dist_17,34.32,90.143,Millet,Kharif,2010,2010-06-15,2010-11-08,15.602,30.174,1.934,765.0,27.72,70.1,13.51,7.56,0.142,13.54,341.85,3.14,182.6,Drip,335.2,0.95,0.7205752734747374,0,Cotton
Rajasthan,Rajasthan_Dist_23,11.086,72.164,Millet,Zaid,2011,2011-03-01,2011-06-12,95.939,156.71,1.633,214.0,27.89,69.9,13.59,7.44,0.173,10.97,152.68,4.15,69.7,Drip,303.4,0.641787280918135,0.509281644739079,0,Rice
Uttar Pradesh,Uttar Pradesh_Dist_39,19.37,80.956,Rice,Rabi,2020,2020-11-28,2021-04-25,16.398,171.134,10.436,268.0,27.19,69.7,16.04,6.39,0.341,12.41,453.01,3.67,85.1,Sprinkler,336.5,0.8520655117890559,0.6140142949387283,0,Millet
West Bengal,West Bengal_Dist_3,30.073,83.853,Maize,Zaid,2021,2021-03-08,2021-05-23,6.466,61.541,9.518,32.0,27.31,49.9,15.85,7.04,0.069,10.8,117.87,0.71,133.4,Groundwater,644.6,0.8532560405136652,0.7111143021454915,0,Wheat
Tamil Nadu,Tamil Nadu_Dist_18,8.855,74.733,Rice,Zaid,2016,2016-03-04,2016-07-02,126.009,611.755,4.855,139.0,24.71,39.0,8.01,7.5,0.275,37.53,268.19,1.67,128.7,Rainfed,0.0,0.45634650851924835,0.3873454638116091,0,Wheat
Madhya Pradesh,Madhya Pradesh_Dist_32,18.7,83.836,Wheat,Zaid,2010,2010-04-25,2010-07-23,21.701,52.002,2.396,32.0,29.6,48.9,15.24,6.88,0.174,27.28,485.97,2.51,58.1,Rainfed,0.0,0.25583773780747904,0.2175834713602553,1,Soybean
Maharashtra,Maharashtra_Dist_25,25.519,93.817,Cotton,Zaid,2016,2016-04-02,2016-06-24,44.383,65.128,1.467,111.0,22.36,56.4,17.99,7.29,0.125,7.08,419.02,4.89,124.2,Groundwater,207.4,0.551817818413792,0.4579307476415326,0,Soybean
Karnataka,Karnataka_Dist_38,20.405,89.138,Sugarcane,Rabi,2014,2014-11-22,2015-03-27,77.55,11632.5,150.0,63.0,25.3,69.0,17.74,6.44,0.165,39.64,161.41,1.67,0.0,Drip,543.5,0.5602511043560957,0.4659328915749284,1,Soybean
Karnataka,Karnataka_Dist_39,18.032,76.858,Cotton,Zaid,2013,2013-04-20,2013-07-30,24.986,36.455,1.459,71.0,21.63,54.7,12.5,6.97,0.158,43.81,295.1,4.64,3.8,Canal,272.8,0.4388081137665633,0.38732256745554217,1,Fallow
Madhya Pradesh,Madhya Pradesh_Dist_11,8.08,74.347,Pulses,Kharif,2012,2012-07-03,2012-10-16,9.961,16.05,1.611,502.0,18.04,52.4,21.96,6.21,0.08,55.97,446.5,1.89,55.8,Sprinkler,423.5,0.95,0.7655602931010074,1,Rice
Karnataka,Karnataka_Dist_10,29.09,87.242,Sugarcane,Kharif,2022,2022-07-22,2022-11-23,128.336,14537.842,113.28,493.0,24.16,67.8,20.22,5.56,0.23,19.51,187.21,4.13,92.1,Rainfed,0.0,0.7260120522332643,0.517466432872944,0,Cotton
Uttar Pradesh,Uttar Pradesh_Dist_7,8.087,77.004,Wheat,Zaid,2021,2021-03-08,2021-06-16,49.743,291.522,5.861,31.0,28.55,82.2,10.53,6.4,0.172,34.34,284.32,3.73,78.2,Canal,578.7,0.6306833774138487,0.5283253887300626,0,Soybean
Karnataka,Karnataka_Dist_6,13.004,76.727,Millet,Rabi,2013,2013-10-10,2014-04-20,101.21,107.365,1.061,54.0,21.78,47.8,18.42,5.36,0.165,48.53,358.02,2.51,118.3,Rainfed,0.0,0.4496489499881081,0.37254643839809554,1,Maize
Rajasthan,Rajasthan_Dist_12,25.075,84.601,Soybean,Zaid,2010,2010-03-07,2010-05-22,21.904,23.999,1.096,98.0,23.09,29.7,20.93,7.38,0.156,30.63,106.97,3.19,139.6,Rainfed,0.0,0.402537364991564,0.26362709692945535,0,Maize
Maharashtra,Maharashtra_Dist_16,13.933,89.673,Rice,Kharif,2021,2021-06-24,2021-11-08,27.918,201.544,7.219,505.0,24.5,64.6,20.18,6.63,0.121,6.9,248.96,1.79,9.6,Sprinkler,431.9,0.9089588460253349,0.7536169862725395,1,Soybean
Karnataka,Karnataka_Dist_24,23.657,88.445,Pulses,Zaid,2016,2016-04-15,2016-08-03,16.553,12.744,0.77,81.0,26.47,65.4,16.46,5.8,0.148,47.25,152.75,2.22,40.2,Groundwater,173.1,0.3622992905549589,0.3203044404616667,1,Millet
Madhya Pradesh,Madhya Pradesh_Dist_38,16.019,87.913,Sugarcane,Zaid,2022,2022-04-14,2022-06-28,84.305,12645.75,150.0,123.0,22.89,45.9,17.59,6.6,0.231,56.56,314.84,0.53,171.1,Groundwater,803.0,0.95,0.7049200490807488,1,Maize
Andhra Pradesh,Andhra Pradesh_Dist_37,34.121,90.591,Pulses,Rabi,2016,2016-11-09,2017-03-15,28.569,25.836,0.904,240.0,26.76,72.2,8.54,6.94,0.212,26.09,251.15,2.45,156.4,Rainfed,0.0,0.666915910842979,0.503321257246013,1,Wheat
Uttar Pradesh,Uttar Pradesh_Dist_6,24.035,83.514,Maize,Rabi,2014,2014-11-03,2015-04-17,18.203,101.231,5.561,126.0,24.28,57.0,19.74,6.36,0.278,11.99,372.15,2.9,106.8,Rainfed,0.0,0.40453745251631484,0.3181049964789025,0,Cotton
Andhra Pradesh,Andhra Pradesh_Dist_12,25.243,92.682,Millet,Zaid,2012,2012-04-28,2012-07-16,7.547,5.733,0.76,0.0,23.91,76.1,14.37,6.61,0.297,54.9,393.28,1.77,68.3,Rainfed,0.0,0.2001870655077173,0.16893861122206663,1,Soybean
Rajasthan,Rajasthan_Dist_12,20.722,75.768,Rice,Kharif,2010,2010-06-25,2010-11-09,3.981,40.908,10.276,523.0,21.26,67.8,11.43,6.3,0.214,52.42,367.75,4.18,84.8,Canal,413.1,0.95,0.7862291067799131,1,Rice
West Bengal,West Bengal_Dist_8,28.086,84.801,Sugarcane,Kharif,2016,2016-07-19,2016-12-25,15.573,1164.963,74.807,382.0,25.51,57.7,19.43,5.8,0.051,43.09,328.03,4.14,57.0,Rainfed,0.0,0.6104794852096118,0.48072455714690265,1,Fallow
Bihar,Bihar_Dist_16,33.537,93.502,Maize,Rabi,2023,2023-10-26,2024-05-04,22.673,148.758,6.561,165.0,22.07,60.0,15.67,7.4,0.347,19.31,215.4,2.04,140.3,Rainfed,0.0,0.5214770039744764,0.4212125083732165,1,Pulses
Maharashtra,Maharashtra_Dist_29,20.648,86.18,Millet,Kharif,2020,2020-06-18,2020-09-19,235.901,570.191,2.417,578.0,24.43,50.3,20.55,6.86,0.117,45.81,139.36,4.2,175.4,Sprinkler,697.1,0.95,0.7805855066951413,0,Wheat
Punjab,Punjab_Dist_32,34.493,69.183,Soybean,Kharif,2012,2012-07-18,2012-10-27,263.104,853.547,3.244,606.0,25.66,50.8,10.64,5.28,0.343,44.91,281.13,3.88,103.1,Groundwater,500.6,0.95,0.7494657870488017,0,Cotton
Karnataka,Karnataka_Dist_21,30.211,78.5,Maize,Kharif,2015,2015-07-26,2015-12-27,36.382,329.065,9.045,295.0,27.25,61.4,26.32,6.48,0.05,52.45,85.32,0.53,9.2,Sprinkler,605.8,0.7545477691168604,0.5848848367573571,1,Rice
Rajasthan,Rajasthan_Dist_17,25.385,84.015,Sugarcane,Zaid,2020,2020-03-07,2020-06-06,28.813,4321.95,150.0,43.0,25.63,50.5,14.45,6.15,0.2,56.08,90.27,3.34,95.6,Sprinkler,717.9,0.7239881757397915,0.5673263260615788,1,Fallow
Uttar Pradesh,Uttar Pradesh_Dist_2,12.972,69.199,Millet,Rabi,2021,2021-11-05,2022-04-11,13.522,17.718,1.31,192.0,27.96,74.1,13.86,6.97,0.086,43.07,180.29,3.08,31.5,Sprinkler,386.2,0.5918780032886494,0.4765565957477073,0,Millet
West Bengal,West Bengal_Dist_28,20.056,69.281,Millet,Zaid,2015,2015-03-09,2015-05-15,68.827,61.036,0.887,86.0,20.99,44.9,16.21,6.26,0.264,6.75,437.91,4.74,39.7,Rainfed,0.0,0.3331607346457332,0.2564943851636384,0,Millet
Maharashtra,Maharashtra_Dist_3,14.491,68.989,Soybean,Kharif,2023,2023-07-21,2023-11-29,2.545,4.87,1.914,811.0,34.71,48.3,24.13,6.44,0.241,58.07,277.95,2.38,196.2,Rainfed,0.0,0.95,0.7659599875811194,0,Fallow
Tamil Nadu,Tamil Nadu_Dist_3,34.055,86.059,Wheat,Kharif,2012,2012-06-06,2012-10-13,65.364,427.044,6.533,583.0,19.47,62.0,24.19,6.73,0.183,24.74,271.28,3.44,120.1,Canal,493.7,0.95,0.7651042596429586,0,Rice
Andhra Pradesh,Andhra Pradesh_Dist_30,8.05,95.059,Cotton,Kharif,2016,2016-06-25,2016-10-20,105.756,142.56,1.348,459.0,23.25,42.4,12.67,6.6,0.176,57.97,325.06,1.12,90.7,Rainfed,0.0,0.7084303081428799,0.5672621442439437,1,Maize
Madhya Pradesh,Madhya Pradesh_Dist_34,23.803,88.975,Rice,Rabi,2012,2012-10-20,2013-03-17,13.887,80.491,5.796,163.0,32.86,42.1,13.21,5.48,0.081,13.61,299.35,1.89,105.6,Groundwater,181.6,0.6459121107160136,0.507786218843957,0,Wheat
Andhra Pradesh,Andhra Pradesh_Dist_23,15.963,85.435,Maize,Zaid,2022,2022-04-08,2022-07-27,23.133,110.386,4.772,151.0,24.88,51.9,26.14,6.98,0.24,40.34,409.54,1.02,104.9,Rainfed,0.0,0.47208962439629787,0.37853360041367384,0,Rice
Andhra Pradesh,Andhra Pradesh_Dist_9,8.005,85.305,Soybean,Zaid,2015,2015-03-05,2015-05-14,12.995,24.119,1.856,33.0,25.77,87.5,25.14,5.4,0.124,23.2,289.31,1.61,23.3,Sprinkler,691.4,0.5784815291847293,0.49051692473425046,0,Maize
Rajasthan,Rajasthan_Dist_15,15.205,72.943,Cotton,Zaid,2019,2019-04-16,2019-08-08,12.373,21.597,1.745,81.0,25.23,59.2,18.64,5.13,0.269,22.05,304.89,4.98,47.5,Drip,377.6,0.5281401036273831,0.5129258813834463,0,Pulses
Bihar,Bihar_Dist_23,28.149,80.029,Cotton,Kharif,2013,2013-06-13,2013-11-10,70.64,124.898,1.768,621.0,24.34,73.1,27.8,6.59,0.256,40.2,192.52,4.76,83.1,Rainfed,0.0,0.7893871230303975,0.6179209857381758,0,Cotton
Punjab,Punjab_Dist_4,8.886,79.993,Pulses,Kharif,2018,2018-06-13,2018-10-06,137.878,154.587,1.121,357.0,27.16,70.1,16.33,6.54,0.331,52.05,229.55,1.32,65.4,Rainfed,0.0,0.5730966175087953,0.41422461736295735,1,Wheat
Maharashtra,Maharashtra_Dist_7,31.37,93.74,Wheat,Rabi,2011,2011-10-22,2012-04-10,89.212,222.493,2.494,50.0,24.16,51.5,20.76,6.3,0.2,33.41,174.48,2.82,0.0,Rainfed,0.0,0.12177153670191941,0.09465876063134457,0,Cotton
Tamil Nadu,Tamil Nadu_Dist_12,27.8,81.147,Rice,Rabi,2020,2020-11-13,2021-05-31,58.35,482.277,8.265,169.0,20.26,22.4,17.5,6.18,0.345,44.78,205.81,3.22,24.2,Sprinkler,423.3,0.6349152441799416,0.515072784688812,1,Pulses
Rajasthan,Rajasthan_Dist_13,23.125,95.684,Soybean,Rabi,2022,2022-10-05,2023-04-11,37.63,55.49,1.475,225.0,27.34,68.0,21.09,6.21,0.18,36.05,274.2,4.31,145.5,Rainfed,0.0,0.5377715230559558,0.3939004590555993,0,Maize
Uttar Pradesh,Uttar Pradesh_Dist_11,31.912,86.097,Wheat,Zaid,2011,2011-03-18,2011-06-08,13.43,118.586,8.83,64.0,27.67,59.8,9.78,6.39,0.157,13.81,441.53,2.24,60.1,Sprinkler,791.0,0.8982975103444106,0.7224401612952548,1,Pulses
West Bengal,West Bengal_Dist_10,21.785,77.789,Maize,Kharif,2021,2021-07-27,2021-11-17,2.288,25.519,11.154,653.0,24.8,70.3,19.98,6.33,0.34,55.49,133.16,1.01,106.7,Groundwater,554.3,0.95,0.8011782191021464,1,Fallow
West Bengal,West Bengal_Dist_22,31.933,94.903,Cotton,Rabi,2020,2020-11-03,2021-03-14,22.176,31.329,1.413,216.0,26.24,87.7,20.88,6.88,0.143,25.78,212.6,4.63,219.4,Rainfed,0.0,0.6883769469011985,0.5874444648928379,1,Maize
Punjab,Punjab_Dist_35,31.084,74.93,Wheat,Rabi,2016,2016-10-01,2017-02-08,13.037,109.257,8.381,211.0,31.07,46.4,22.49,6.04,0.3,48.75,168.77,1.33,200.1,Drip,487.1,0.95,0.8144305172916932,1,Pulses
Rajasthan,Rajasthan_Dist_21,12.723,93.598,Cotton,Zaid,2014,2014-03-22,2014-07-16,41.045,72.059,1.756,85.0,25.4,51.4,16.45,5.07,0.054,7.81,360.85,3.15,34.2,Sprinkler,587.8,0.615339638108839,0.46834349910255857,1,Rice
Punjab,Punjab_Dist_15,11.213,86.837,Millet,Kharif,2016,2016-06-22,2016-11-19,6.976,13.209,1.893,487.0,19.88,57.7,20.04,7.09,0.095,18.65,470.66,1.33,205.4,Drip,478.0,0.95,0.7449967567591382,1,Soybean
Andhra Pradesh,Andhra Pradesh_Dist_25,18.502,71.191,Rice,Rabi,2021,2021-11-09,2022-03-29,69.089,276.826,4.007,193.0,25.89,53.5,13.73,5.78,0.093,31.77,430.46,4.8,58.3,Rainfed,0.0,0.4196259878868305,0.3298676464923951,1,Fallow
West Bengal,West Bengal_Dist_5,16.458,72.733,Maize,Zaid,2020,2020-04-03,2020-06-06,230.799,801.601,3.473,0.0,23.47,24.7,19.19,6.96,0.159,27.12,89.68,3.15,18.9,Rainfed,0.0,0.16441726348042032,0.12049466159975981,0,Soybean
West Bengal,West Bengal_Dist_22,14.928,77.421,Soybean,Rabi,2014,2014-10-11,2015-04-04,43.569,61.665,1.415,94.0,21.51,81.1,21.56,6.42,0.186,48.32,161.07,1.18,202.4,Rainfed,0.0,0.4905626702015535,0.4444693696152577,0,Soybean
Rajasthan,Rajasthan_Dist_36,11.489,71.742,Pulses,Rabi,2022,2022-10-09,2023-01-19,113.995,122.891,1.078,295.0,18.76,58.8,15.55,7.08,0.228,25.28,152.89,3.44,121.2,Rainfed,0.0,0.5798160447606803,0.4248562883593818,1,Fallow
Uttar Pradesh,Uttar Pradesh_Dist_28,26.386,81.338,Maize,Zaid,2010,2010-03-22,2010-07-06,13.206,54.228,4.106,15.0,26.35,31.1,18.16,5.42,0.344,32.1,392.33,3.65,103.0,Rainfed,0.0,0.23749787003120348,0.1882521144309704,1,Wheat
Punjab,Punjab_Dist_10,17.596,72.237,Sugarcane,Kharif,2013,2013-07-19,2013-12-24,4.774,716.1,150.0,442.0,20.29,73.0,20.92,5.7,0.131,28.04,233.13,2.07,94.4,Canal,305.5,0.8905642790029511,0.7111125465408664,1,Soybean
Rajasthan,Rajasthan_Dist_26,28.251,84.622,Wheat,Zaid,2018,2018-04-16,2018-07-16,166.535,675.229,4.055,36.0,32.21,62.3,23.23,6.82,0.061,16.72,113.08,0.98,190.3,Canal,212.3,0.5328262023705091,0.41707540780897423,0,Rice
Bihar,Bihar_Dist_6,12.938,70.823,Maize,Kharif,2017,2017-07-18,2017-12-22,34.071,286.511,8.409,474.0,18.29,78.2,21.04,6.64,0.273,35.74,170.01,2.93,72.1,Drip,401.1,0.7941102746322315,0.5866715912892853,0,Millet
West Bengal,West Bengal_Dist_31,16.143,94.985,Millet,Rabi,2013,2013-10-20,2014-02-11,14.385,40.472,2.814,79.0,21.72,70.3,13.8,6.18,0.142,51.42,342.05,1.82,159.8,Sprinkler,656.8,0.904345571595011,0.6701883682464433,0,Pulses
Punjab,Punjab_Dist_25,17.093,87.01,Soybean,Rabi,2013,2013-10-05,2014-01-28,19.831,17.14,0.864,0.0,33.37,79.9,21.24,5.92,0.123,42.38,456.08,2.4,95.9,Rainfed,0.0,0.2191202499113475,0.18526894125969165,1,Rice
Maharashtra,Maharashtra_Dist_11,14.371,96.802,Rice,Zaid,2011,2011-04-13,2011-08-02,209.492,654.417,3.124,60.0,27.05,49.5,18.63,6.09,0.151,42.33,289.75,4.7,68.2,Rainfed,0.0,0.2775223155546005,0.18549216747137687,0,Cotton
Karnataka,Karnataka_Dist_19,12.771,69.781,Pulses,Rabi,2017,2017-10-18,2018-03-20,24.988,20.071,0.803,138.0,27.41,55.5,16.83,6.45,0.124,38.96,135.82,0.82,128.6,Rainfed,0.0,0.45299626451283437,0.39921913213070515,0,Fallow
Rajasthan,Rajasthan_Dist_26,28.449,75.419,Sugarcane,Rabi,2018,2018-11-19,2019-04-06,23.426,3513.9,150.0,277.0,25.15,82.7,18.03,6.78,0.278,12.78,93.02,3.58,65.4,Drip,542.1,0.784974437298144,0.6473123061904114,1,Millet
Rajasthan,Rajasthan_Dist_38,32.86,89.259,Pulses,Rabi,2011,2011-11-23,2012-04-25,38.009,31.722,0.835,65.0,22.12,43.5,17.18,5.94,0.101,25.98,302.54,0.94,152.0,Rainfed,0.0,0.42239240074823525,0.3391669903544159,0,Soybean
Maharashtra,Maharashtra_Dist_17,33.732,73.438,Soybean,Kharif,2010,2010-06-07,2010-11-04,31.919,50.543,1.583,628.0,21.56,30.8,16.2,5.82,0.336,19.23,286.92,4.78,0.0,Rainfed,0.0,0.7713271397753327,0.6148441210012173,1,Cotton
Maharashtra,Maharashtra_Dist_38,27.898,87.114,Millet,Rabi,2019,2019-11-04,2020-02-22,195.939,135.766,0.693,133.0,19.9,50.6,9.03,7.12,0.091,50.34,307.85,4.91,21.0,Rainfed,0.0,0.2350617334000278,0.1780687413307007,0,Millet
West Bengal,West Bengal_Dist_23,23.804,90.889,Maize,Zaid,2021,2021-03-12,2021-06-24,75.832,310.983,4.101,86.0,22.04,64.1,15.45,7.16,0.214,59.23,453.4,3.55,22.8,Rainfed,0.0,0.21718713804935194,0.14707585544515783,1,Maize
West Bengal,West Bengal_Dist_30,31.096,90.707,Wheat,Kharif,2015,2015-07-22,2015-12-11,30.38,128.318,4.224,455.0,22.15,66.8,15.27,6.18,0.236,53.08,372.89,2.8,115.6,Rainfed,0.0,0.7677227191933048,0.6040234551113985,0,Rice
Bihar,Bihar_Dist_28,27.029,90.415,Sugarcane,Kharif,2011,2011-07-10,2011-11-21,85.203,12780.45,150.0,500.0,22.1,59.6,15.63,6.66,0.333,17.47,303.06,1.93,125.3,Sprinkler,546.9,0.95,0.761905466731807,1,Cotton
Madhya Pradesh,Madhya Pradesh_Dist_28,14.35,71.991,Cotton,Rabi,2015,2015-11-09,2016-05-17,42.635,71.38,1.674,99.0,18.81,64.3,12.04,6.01,0.052,48.97,258.12,3.39,155.4,Sprinkler,443.5,0.7593675341150398,0.5817440593113871,1,Maize
Punjab,Punjab_Dist_20,14.682,83.762,Rice,Rabi,2019,2019-11-19,2020-04-02,43.932,480.784,10.944,74.0,28.96,48.3,20.9,7.23,0.248,19.88,131.3,0.69,51.7,Groundwater,778.4,0.7451654967480671,0.5497156776001084,0,Maize
Rajasthan,Rajasthan_Dist_19,26.723,77.751,Cotton,Zaid,2014,2014-03-08,2014-05-16,5.236,12.318,2.352,28.0,24.42,51.6,11.89,6.97,0.174,11.53,197.89,2.77,150.8,Sprinkler,734.7,0.8466073387467841,0.686252384309817,1,Fallow
Maharashtra,Maharashtra_Dist_38,9.873,77.099,Soybean,Zaid,2016,2016-04-08,2016-06-13,49.605,62.184,1.254,47.0,21.41,57.9,14.25,7.26,0.293,59.58,116.86,2.72,131.2,Rainfed,0.0,0.45916793263415406,0.37028510063143555,1,Maize
Uttar Pradesh,Uttar Pradesh_Dist_7,14.893,78.25,Wheat,Zaid,2017,2017-04-02,2017-07-19,207.033,644.672,3.114,71.0,28.38,77.0,13.37,6.11,0.309,38.88,495.39,1.11,63.9,Rainfed,0.0,0.2410980583820162,0.16148724824579816,0,Wheat
Rajasthan,Rajasthan_Dist_21,26.289,88.376,Sugarcane,Zaid,2015,2015-04-26,2015-07-25,8.206,489.295,59.626,51.0,28.03,58.4,14.36,5.79,0.09,54.31,108.49,0.95,76.2,Rainfed,0.0,0.2970022275218841,0.2630211847888555,1,Cotton
West Bengal,West Bengal_Dist_9,12.702,71.073,Maize,Kharif,2013,2013-07-13,2013-11-18,76.201,420.86,5.523,420.0,28.03,48.1,20.03,7.96,0.099,9.21,161.79,2.39,113.8,Rainfed,0.0,0.7028057435400298,0.5921816959223152,1,Pulses
Punjab,Punjab_Dist_10,25.291,90.247,Cotton,Zaid,2010,2010-03-25,2010-06-01,14.197,19.455,1.37,100.0,17.43,57.1,22.94,6.39,0.06,9.61,373.58,2.69,100.4,Sprinkler,396.5,0.6830906766827227,0.6144593899387697,0,Cotton
Punjab,Punjab_Dist_14,25.821,94.987,Pulses,Rabi,2023,2023-10-19,2024-03-09,17.382,10.94,0.629,70.0,27.49,64.4,18.92,5.56,0.17,18.75,80.52,3.43,78.6,Rainfed,0.0,0.3767569330760256,0.33833728356148746,1,Soybean
Andhra Pradesh,Andhra Pradesh_Dist_31,30.02,73.706,Wheat,Zaid,2016,2016-03-23,2016-06-07,4.371,37.652,8.614,144.0,22.67,43.0,21.48,6.77,0.337,47.22,484.55,3.22,67.4,Groundwater,846.8,0.9178749720091647,0.7424304660145484,0,Maize
Andhra Pradesh,Andhra Pradesh_Dist_36,9.266,79.039,Sugarcane,Kharif,2014,2014-06-03,2014-09-11,1.891,241.616,127.772,200.0,25.77,70.3,19.43,6.05,0.205,38.33,278.42,2.24,65.3,Drip,267.3,0.5466441360735633,0.4338092087402506,1,Soybean
Bihar,Bihar_Dist_35,32.081,86.478,Soybean,Kharif,2013,2013-07-22,2013-11-09,5.776,8.713,1.508,392.0,29.22,61.2,12.99,7.0,0.059,12.25,289.78,1.53,42.5,Rainfed,0.0,0.6619132212169989,0.4747006531061225,0,Maize
